name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	DropConditionCalc	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight	AdvancedStashStackable
Crystalline Globe	orb		ob7	ob1	ob7	100		3	1		0	xxx			10	26								-10	100				30		37	0	81	1689	13916	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Cloudy Sphere	orb		ob8	ob3	ob8	100		3	1		0	xxx			11	29									100				35		41	0	90	2598	21587	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Sparkling Ball	orb		ob9	ob4	ob9	100		4	1		0	xxx			13	32									100				40		46	0	102	3969	34679	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Swirling Crystal	orb		oba	ob4	oba	100		5	1		0	xxx			18	42								10	100				50		50	0	111	6255	56709	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ashwood Bow	abow		am6	am1	am6	100		3	1		0	xxx						1	16	29						100	112	154	48	1	39	0	87	7800	54367		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ceremonial Bow	abow		am7	am2	am7	100		3	1		0	xxx						1	19	41				10		100	146	220	55	1	47	0	105	11025	90696		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ceremonial Spear	aspe		am8	am3	am8	100		3	1		0	xxx						1	34	51			4		80	50	202	160	50		43	0	96	5316	42098		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ceremonial Pike	aspe		am9	pik	am9	100		3	1		0	xxx						1	42	101			4	20	80	50	230	196	50		51	0	114	6369	58803		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ceremonial Javelin	ajav		ama	pil	ama	100		3	1		0	xxx			18	35					18	54	2	-10	80	50	50	218	6		35	0	78	444	5924		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	500	120	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Heavenly Stone	orb		obb	ob1	obb	100		2	1		0	xxx			21	46								-10	100				20		59	0	132	21051	21233	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Eldritch Orb	orb		obc	ob1	obc	100		3	1		0	xxx			18	50								-10	100				30		67	0	150	19367	22226	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Demon Heart	orb		obd	ob3	obd	100		3	1		0	xxx			23	55									100				35		75	0	168	22094	28284	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Vortex Orb	orb		obe	ob4	obe	100		4	1		0	xxx			12	66									100				40		84	0	189	25207	36031	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4	invob4	invob4	1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Dimensional Shard	orb		obf	ob4	obf	100		5	1		0	xxx			30	53								10	100				50		85	0	198	20065	29175	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Matriarchal Bow	abow		amb	am1	amb	100		3	1		0	xxx						1	20	47				-10		100	174	374	48	1	53	0	117	23700	21418		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Grand Matron Bow	abow		amc	am2	amc	100		3	1		0	xxx						1	14	72				10		100	216	304	55	1	78	0	174	33375	44079		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2	invam2	invam2	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Matriarchal Spear	aspe		amd	am3	amd	100		3	1		0	xxx						1	65	95			4		80	50	228	284	100		61	0	135	16248	17068		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Matriarchal Pike	aspe		ame	pik	ame	100		3	1		0	xxx						1	37	153			4	20	80	50	264	298	100		81	0	180	19407	26916		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Matriarchal Javelin	ajav		amf	pil	amf	100		3	1		0	xxx			30	54					35	66	2	-10	80	50	214	302	6		65	0	144	302	9105		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	500	120	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Fire Bow	bow		efb	lbb	efb	100		2			0	xxx						1	20	100						100	300	300	250		85	0	245	24800	31894			efb	8lw	efb	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ice Bow	bow		ecb	lbb	ecb	100		2			0	xxx						1	20	100						100	300	300	250		85	0	245	24800	31894			ecb	8lw	ecb	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					20					20					255					255	5	8	0	xxx	xxx	1	0			
Fire two Sword	swo2		ef2	clm	ef2	100		4			0	xxx			80	120	1	1	61	121			3	-30	100		500	500	250		85	0	245	24800	31894			ef2	9fb	ef2	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Ice two Sword	swo2		ec2	clm	ec2	100		4			0	xxx			80	120	1	1	61	121			3	-30	100		500	500	250		85	0	245	24800	31894			ec2	9fb	ec2	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Fire One Sword	swo1		ef1	crs	ef1	100		2			0	xxx			50	80							2	-40	100		500	500	250		85	0	245	24800	31894			ef1	9cr	ef1	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs			1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0			
Ice One Sword	swo1		ec1	crs	ec1	100		2			0	xxx			50	80							2	-40	100		500	500	250		85	0	245	24800	31894			ef2	9cr	ef2	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs			1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0			
Fire Claw	h2h2		efc	clw	efc	100		2			0	xxx			40	53							2	-30	100	100	300	300	250		85	0	245	24800	31894			efc	9lw	efc	ht1	ht1	5	1hsl	2	3					flpclw	invefc			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Ice Claw	h2h2		ecc	clw	ecc	100		2			0	xxx			40	44							2	-30	100	100	300	300	250		85	0	245	24800	31894			ecc	9tw	ecc	ht1	ht1	5	1hsl	2	3					flpclw	invecc			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Celestial Hammer	hamm		ehm	whm	ehm	100		4			0	xxx			75	100							2	20	110		500	500	250		85	0	245	24800	31894			ehm	9wh	ehm	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Thunder Javelin	jave		etj	pil	etj	100		4			0	xxx			40	80					50	120	3	-10	80	100	300	300	250		85	0	245	24800	31894			etj	9gl	etj	1ht	1ht	5	1ht	2	4	1	80	500	200	flpglv	invetj			1	6	0		0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Shard of the Sage	orb		eos	ob4	eos	100		5			0	xxx			30	53									100		200	200	250		85	0	245	24800	31894			eos	oba	eos	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Lich's Spirit	wand		enw	ywn	enw	100		1			0	xxx			20	40									100		200	200	250		85	0	245	24800	31894			enw	9yw	enw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Odysseus Spear	spea		eop	pik	eop	100		4			0	xxx						1	50	210			5		100	50	500	500	250		85	0	245	24800	31894			eop	9p9	eop	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Hawkeye Crossbow	xbow		ehx	hxb	ehx	100		2			0	xxx						1	40	110						100	500	500	250		75	0	245	24800	31894			ehx	ehx	ehx	xbw	xbw	5	xbow	2	3					flphxb	invehx			1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Fire Axe	axe	axe1	ewa	hax	ewa	100		4			0	xxx			35	100							2	-30	100		500	500	250		85	0	245	24800	31894			ewa	ewa	ewa	1hs	1hs	5	1hsl	2	3					flpwax	invewa			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Ice Axe	axe	axe1	ewb	hax	ewb	100		4			0	xxx			35	100							2	-30	100		500	500	250		85	0	245	24800	31894			ewb	ewb	ewb	1hs	1hs	5	1hsl	2	3					flpwax	invewb			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Merc War Pike	spea		mwp	mwp	mwp	100		4	1		0	xxx						1	33	178			4	20	100		330	212	1		85	0	198	16070	23515			mwp	mwp	mwp	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Merc Colossus Blade	swor	swo2	mcb	mcb	mcb	100		4	1		0	xxx			25	65	1	1	58	115			2	5	100		378	220	1		85	0	189	22259	32283			mcb	mcb	mcb	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_sword	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Merc Phase Blade	swor	swo1	mpb	mpb	mpb	100		2	1		0	xxx			31	35							1	-30	100		50	272	1		85	0	162	25680	31894			mpb	mpb	mpb	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0			
Fidget Spinner	swo1		fsn	crs	fsn	100		4			0	xxx			70	100							2	-50	100		500	500	250		85	0	245	24800	31894			fsn	9cr	fsn	1hs	1hs	5	1hsl	2	3					flpcrs	invfsn			1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	3	3	0	xxx	xxx	1	0			
Leah's staff	lob		ob0	ob4	ob0	100		5			0	xxx			70	100							3	-20	100		500	500	250		86	0	245	20065	29175			ob0	ob0	ob0	1hs	1hs	5	1hss	2	4					flpob5	invob0			1	6	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Adria's Wand	lwd		7gz	bwn	7gz	100		1			0	xxx			70	100							3	-20	100		500	500	250		86	0	245	20065	29175			7gz	7gz	7gz	1hs	1hs	5	1hss	2	4					flpgwn	inv7gz			1	6	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Amazoness Javelin	ajav		azf	azf	azf	100		3	1		0	xxx			30	54					35	66	2	-10	80	50	250	350	250		86	0	200	302	9105		302	azf	azf	azf	1ht	1ht	5	1ht	2	4	1	48	500	120	flpam5	invazf	invazf1		1	6	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
kopis_sword	h2h2		cps	cps	cps	100		2	1		0	xxx			22	53							1	-20	75	75	250	250	250		86	0	200	16035	21537			cps	cps	cps	ht1	ht1	5	1hsl	2	4					flpclw	invcps	invcps1		1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Fire Soul	lob		0rb	ob4	0rb	100		5			0	xxx			70	100							1	-20	100		0	0	250		86	0	255	20065	29175		303	0rb	0rb	0rb	1hs	1hs	5	1hss	2	2					flpob5	inv0rb			1	4	0		0	item_gem	12	item_gem	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Knuckles	swor		nkl	nkl	nkl	100		5	1		0	xxx			6	16							1	-20	100		100		50		11	0	0	2127	5233			nkl	bkl	tkl	1hs	1hs	5	1hsl	2	2					flpcrs	invnkl	invcrsu	invcrsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0			
Blood Knuckles	swor		bkl	bkl	bkl	100		5	1		0	xxx			18	33							1	-30	100		150	100	80		55	0	110	6681	44700			nkl	bkl	tkl	1hs	1hs	5	1hsl	2	2					flpcrs	invnkl	invcrsu	invcrsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	3	8	0	xxx	xxx	1	0			
Tyson Knuckles	swor		tkl	tkl	tkl	100		5	1		0	xxx			28	55							1	-50	100		335	180	0	1	86	0	200	25680	31894			nkl	bkl	tkl	1hs	1hs	5	1hsl	2	2					flpcrs	invnkl	invalik	invcrsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0			
Bear Clawl	dnkl		nkb	nkb	nkb	100		5	1		0	xxx						1	45	190			6		110		506		250		86	0	200	17821	25996			nkb	nkb	nkb	1hs	1hs	5	2hsl	2	3					flpgma	invnkb	invnkb1		1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Wolf Clawl	dnkl		nkw	nkw	nkw	100		5	1		0	xxx			25	67							6	-10	110		506		250		86	0	200	17821	25996			nkw	nkw	nkw	1hs	1hs	5	1hsl	2	3					flpgma	invnkw	invnkw1		1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Ice Wolf Clawl	dnkl		ewd	ewd	ewd	100		4			0	xxx			35	100							6	-30	100		500	500	250		85	0	245	24800	31894			ewd	ewd	ewd	1hs	1hs	5	1hsl	2	3					flpwax	invewd			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0			
Fire Bear Clawl	dnkl		ewf	ewf	ewf	100		4			0	xxx						1	60	220			6	-30	100		500	500	250		85	0	245	24800	31894			ewf	ewf	ewf	1hs	2hs	5	2hsl	2	3					flpwax	invewf			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0			
Leviathan Axe	axe	axe2	ewc	hax	ewc	100		4			0	xxx						1	80	217			3	-30	100		500	500	250		85	0	245	24800	31894			ewc	ewc	ewc	1hs	2hs	5	2hsl	2	4					flpwax	invewc			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Dragon Slayer	swo2		em2	clm	em2	100		4			0	xxx			54	137	1	1	85	180			3	-20	100		500	500	250		85	0	245	24800	31894			em2	em2	em2	1hs	2hs	5	2hss	2	4					flpflb	invem2			1	6	0		0	item_largemetalweapon	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Short Sword	swor	swo1	501	ssd	ssd	0		3			0	xxx			2	7									100				24		1	0	0	72	512		501	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					20					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	1	2	0	scm	wsd	1	0	Null		
Club	club		503	clb	clb	0		1			0	xxx			1	6								-10	100				24		1	0	0	32	506		503	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					20					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	mac	mst	1	0	Null		
Dagger	knif		505	dgr	dgr	0		2			0	xxx			1	4								-20	75	75			16		3	0	0	60	697		505	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					20					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	1	2	0	kri	bld	1	0	Null		
Hand Axe	axe	axe1	506	hax	hax	0		3			0	xxx			3	6									100				28		3	0	0	170	752		506	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					1					255					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	2	2	0	axe	2ax	1	0	Null		
Wand	wand		507	wnd	wnd	0		1			0	xxx			2	4									100				15		2	0	0	205	652	1	507	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd	invwndu	invwndu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					1					255					255					1					255					255					1					255					255					255					20					255					255					255					255	5	8	0	ywn	bwn	1	0	Null		
Scepter	scep		508	mac	scp	0		2			0	xxx			6	11									100		50		50		3	0	0	350	842		508	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					1					255					255					1					255					255					1					255					255					255					20					255					255					255					20	2	2	0	gsc	wsp	1	0	Null		
Spiked Club	club		509	clb	spc	0		3			0	xxx			5	8							1		100				36		4	0	0	225	900		509	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					1					20					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	2	2	0	mac	mst	1	0	Null		
Short Staff	staf		510	bst	sst	0		2			0	xxx						1	1	5			1	-10	100				20		1	0	0	168	528	1	510	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					1					255					255					255					255					255					1					255					255					255					255					255					255					255					255	5	8	0	cst	bst	1	0	Null		
Scimitar	swor	swo1	513	scm	scm	0		3			0	xxx			2	6								-20	100			42	22		5	0	0	274	1062		513	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					20					255					20					255					255					255					255					255					1					255					255					255					255					255					255					255	1	2	0	sbr	lsd	1	0	Null		
Short Bow	bow		514	sbw	sbw	0		2			0	xxx						1	1	4				5		100		30	20	1	1	0	0	100	517		514	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					255					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	5	8	0	hbw	cbw	1	0	Null		
