Name	*Rune Name	complete	disallowCraftingInLadder	disallowCraftingInNonLadder	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
xGemwordViolet	Violet	1						weap	glov								4 of the same gem	gpv	gpv	gpv	gpv			att		300	300	dmg%		35	35																					0
xGemwordViolet	Violet	1						tors	helm	boot							4 of the same gem	gcv	gcv	gcv	gcv			ac%		16	16	ac		24	24	move2		15	15																	0
xGemwordViolet	Violet	1						tors	helm	boot							4 of the same gem	gfv	gfv	gfv	gfv			ac%		20	20	ac		30	30	move2		20	20																	0
xGemwordViolet	Violet	1						tors	helm	boot							4 of the same gem	gsv	gsv	gsv	gsv			ac%		25	25	ac		45	45	move2		25	25																	0
xGemwordViolet	Violet	1						tors	helm	boot							4 of the same gem	gzv	gzv	gzv	gzv			ac%		30	30	ac		50	50	move2		30	30																	0
xGemwordViolet	Violet	1						tors	helm	boot							4 of the same gem	gpv	gpv	gpv	gpv			ac%		35	35	ac		60	60	move2		35	35																	0
xGemwordViolet	Violet	1						shld	belt								4 of the same gem	gcv	gcv	gcv	gcv			block2		12	12	ac%		16	16																					0
xGemwordViolet	Violet	1						shld	belt								4 of the same gem	gfv	gfv	gfv	gfv			block2		15	15	ac%		20	20																					0
xGemwordViolet	Violet	1						shld	belt								4 of the same gem	gsv	gsv	gsv	gsv			block2		17	17	ac%		25	25																					0
xGemwordViolet	Violet	1						shld	belt								4 of the same gem	gzv	gzv	gzv	gzv			block2		20	20	ac%		30	30																					0
xGemwordViolet	Violet	1						shld	belt								4 of the same gem	gpv	gpv	gpv	gpv			block2		25	25	ac%		35	35																					0
xGemwordGolden	Golden	1						weap	glov								4 of the same gem	gcy	gcy	gcy	gcy			dmg-ltng		1	37	swing2		12	12																					0
xGemwordGolden	Golden	1						weap	glov								4 of the same gem	gfy	gfy	gfy	gfy			dmg-ltng		1	58	swing2		15	15																					0
xGemwordGolden	Golden	1						weap	glov								4 of the same gem	gsy	gsy	gsy	gsy			dmg-ltng		1	85	swing2		17	17																					0
xGemwordGolden	Golden	1						weap	glov								4 of the same gem	gly	gly	gly	gly			dmg-ltng		1	100	swing2		20	20																					0
xGemwordGolden	Golden	1						weap	glov								4 of the same gem	gpy	gpy	gpy	gpy			dmg-ltng		1	120	swing2		25	25																					0
xGemwordGolden	Golden	1						tors	helm	boot							4 of the same gem	gcy	gcy	gcy	gcy			mag%		22	22	gold%		40	40	ac%		10	10	move2		15	15													0
xGemwordGolden	Golden	1						tors	helm	boot							4 of the same gem	gfy	gfy	gfy	gfy			mag%		26	26	gold%		50	50	ac%		13	13	move2		20	20													0
xGemwordGolden	Golden	1						tors	helm	boot							4 of the same gem	gsy	gsy	gsy	gsy			mag%		30	30	gold%		60	60	ac%		16	16	move2		25	25													0
xGemwordGolden	Golden	1						tors	helm	boot							4 of the same gem	gly	gly	gly	gly			mag%		35	35	gold%		70	70	ac%		18	18	move2		30	30													0
xGemwordGolden	Golden	1						tors	helm	boot							4 of the same gem	gpy	gpy	gpy	gpy			mag%		40	40	gold%		80	80	ac%		20	20	move2		35	35													0
xGemwordGolden	Golden	1						shld	belt								4 of the same gem	gcy	gcy	gcy	gcy			res-ltng		18	18	abs-ltng%		3	3	ac%		10	10																	0
xGemwordGolden	Golden	1						shld	belt								4 of the same gem	gfy	gfy	gfy	gfy			res-ltng		25	25	abs-ltng%		4	4	ac%		13	13																	0
xGemwordGolden	Golden	1						shld	belt								4 of the same gem	gsy	gsy	gsy	gsy			res-ltng		30	30	abs-ltng%		5	5	ac%		16	16																	0
xGemwordGolden	Golden	1						shld	belt								4 of the same gem	gly	gly	gly	gly			res-ltng		35	35	abs-ltng%		6	6	ac%		18	18																	0
xGemwordGolden	Golden	1						shld	belt								4 of the same gem	gpy	gpy	gpy	gpy			res-ltng		40	40	abs-ltng%		7	7	ac%		20	20																	0
xGemwordWinter	Winter	1						weap	glov								4 of the same gem	gcb	gcb	gcb	gcb			dmg-cold	15	14	19	dmg%		10	10																					0
xGemwordWinter	Winter	1						weap	glov								4 of the same gem	gfb	gfb	gfb	gfb			dmg-cold	20	20	25	dmg%		13	13																					0
xGemwordWinter	Winter	1						weap	glov								4 of the same gem	gsb	gsb	gsb	gsb			dmg-cold	25	25	30	dmg%		16	16																					0
xGemwordWinter	Winter	1						weap	glov								4 of the same gem	glb	glb	glb	glb			dmg-cold	30	30	35	dmg%		20	20																					0
xGemwordWinter	Winter	1						weap	glov								4 of the same gem	gpb	gpb	gpb	gpb			dmg-cold	35	35	40	dmg%		24	24																					0
xGemwordWinter	Winter	1						tors	helm	boot							4 of the same gem	gcb	gcb	gcb	gcb			mana		28	28	half-freeze		1	1	ac%		10	10	move2		15	15													0
xGemwordWinter	Winter	1						tors	helm	boot							4 of the same gem	gfb	gfb	gfb	gfb			mana		37	37	half-freeze		1	1	ac%		13	13	move2		20	20													0
xGemwordWinter	Winter	1						tors	helm	boot							4 of the same gem	gsb	gsb	gsb	gsb			mana		45	45	nofreeze		1	1	ac%		16	16	move2		25	25													0
xGemwordWinter	Winter	1						tors	helm	boot							4 of the same gem	glb	glb	glb	glb			mana		53	53	nofreeze		1	1	ac%		18	18	move2		30	30													0
xGemwordWinter	Winter	1						tors	helm	boot							4 of the same gem	gpb	gpb	gpb	gpb			mana		60	60	nofreeze		1	1	ac%		20	20	move2		35	35													0
xGemwordWinter	Winter	1						shld	belt								4 of the same gem	gcb	gcb	gcb	gcb			res-cold		18	18	abs-cold%		3	3	ac%		10	10																	0
xGemwordWinter	Winter	1						shld	belt								4 of the same gem	gfb	gfb	gfb	gfb			res-cold		25	25	abs-cold%		4	4	ac%		13	13																	0
xGemwordWinter	Winter	1						shld	belt								4 of the same gem	gsb	gsb	gsb	gsb			res-cold		30	30	abs-cold%		5	5	ac%		16	16																	0
xGemwordWinter	Winter	1						shld	belt								4 of the same gem	glb	glb	glb	glb			res-cold		35	35	abs-cold%		6	6	ac%		18	18																	0
xGemwordWinter	Winter	1						shld	belt								4 of the same gem	gpb	gpb	gpb	gpb			res-cold		40	40	abs-cold%		7	7	ac%		20	20																	0
xGemwordSlime	Slime	1						weap	glov								4 of the same gem	gcg	gcg	gcg	gcg			dmg-pois	25	101	143	dmg%		10	10																					0
xGemwordSlime	Slime	1						weap	glov								4 of the same gem	gfg	gfg	gfg	gfg			dmg-pois	50	143	188	dmg%		13	13																					0
xGemwordSlime	Slime	1						weap	glov								4 of the same gem	gsg	gsg	gsg	gsg			dmg-pois	75	188	242	dmg%		16	16																					0
xGemwordSlime	Slime	1						weap	glov								4 of the same gem	glg	glg	glg	glg			dmg-pois	100	242	298	dmg%		20	20																					0
xGemwordSlime	Slime	1						weap	glov								4 of the same gem	gpg	gpg	gpg	gpg			dmg-pois	125	298	350	dmg%		24	24																					0
xGemwordSlime	Slime	1						tors	helm	boot							4 of the same gem	gcg	gcg	gcg	gcg			dex		7	7	ac		12	12	ac%		10	10	move2		15	15													0
xGemwordSlime	Slime	1						tors	helm	boot							4 of the same gem	gfg	gfg	gfg	gfg			dex		9	9	ac		16	16	ac%		13	13	move2		20	20													0
xGemwordSlime	Slime	1						tors	helm	boot							4 of the same gem	gsg	gsg	gsg	gsg			dex		11	11	ac		20	20	ac%		16	16	move2		25	25													0
xGemwordSlime	Slime	1						tors	helm	boot							4 of the same gem	glg	glg	glg	glg			dex		13	13	ac		25	25	ac%		20	20	move2		30	30													0
xGemwordSlime	Slime	1						tors	helm	boot							4 of the same gem	gpg	gpg	gpg	gpg			dex		15	15	ac		30	30	ac%		25	25	move2		35	35													0
xGemwordSlime	Slime	1						shld	belt								4 of the same gem	gcg	gcg	gcg	gcg			res-pois		24	24	res-pois-len		9	9	ac%		10	10																	0
xGemwordSlime	Slime	1						shld	belt								4 of the same gem	gfg	gfg	gfg	gfg			res-pois		30	30	res-pois-len		12	12	ac%		13	13																	0
xGemwordSlime	Slime	1						shld	belt								4 of the same gem	gsg	gsg	gsg	gsg			res-pois		36	36	res-pois-len		15	15	ac%		16	16																	0
xGemwordSlime	Slime	1						shld	belt								4 of the same gem	glg	glg	glg	glg			res-pois		40	40	res-pois-len		18	18	ac%		20	20																	0
xGemwordSlime	Slime	1						shld	belt								4 of the same gem	gpg	gpg	gpg	gpg			res-pois		45	45	res-pois-len		20	20	ac%		25	25																	0
xGemwordFlame	Flame	1						weap	glov								4 of the same gem	gcr	gcr	gcr	gcr			dmg-fire		10	22	dmg%		10	10																					0
xGemwordFlame	Flame	1						weap	glov								4 of the same gem	gfr	gfr	gfr	gfr			dmg-fire		15	34	dmg%		13	13																					0
xGemwordFlame	Flame	1						weap	glov								4 of the same gem	gsr	gsr	gsr	gsr			dmg-fire		20	50	dmg%		16	16																					0
xGemwordFlame	Flame	1						weap	glov								4 of the same gem	glr	glr	glr	glr			dmg-fire		25	63	dmg%		20	20																					0
xGemwordFlame	Flame	1						weap	glov								4 of the same gem	gpr	gpr	gpr	gpr			dmg-fire		30	70	dmg%		25	25																					0
xGemwordFlame	Flame	1						tors	helm	boot							4 of the same gem	gcr	gcr	gcr	gcr			hp		27	27	red-dmg		3	3	ac%		10	10	move2		15	15													0
xGemwordFlame	Flame	1						tors	helm	boot							4 of the same gem	gfr	gfr	gfr	gfr			hp		35	35	red-dmg		4	4	ac%		13	13	move2		20	20													0
xGemwordFlame	Flame	1						tors	helm	boot							4 of the same gem	gsr	gsr	gsr	gsr			hp		45	45	red-dmg		5	5	ac%		16	16	move2		25	25													0
xGemwordFlame	Flame	1						tors	helm	boot							4 of the same gem	glr	glr	glr	glr			hp		54	54	red-dmg		6	6	ac%		20	20	move2		30	30													0
xGemwordFlame	Flame	1						tors	helm	boot							4 of the same gem	gpr	gpr	gpr	gpr			hp		65	65	red-dmg		7	7	ac%		25	25	move2		35	35													0
xGemwordFlame	Flame	1						shld	belt								4 of the same gem	gcr	gcr	gcr	gcr			res-fire		18	18	abs-fire%		3	3	ac%		10	10																	0
xGemwordFlame	Flame	1						shld	belt								4 of the same gem	gfr	gfr	gfr	gfr			res-fire		25	25	abs-fire%		4	4	ac%		13	13																	0
xGemwordFlame	Flame	1						shld	belt								4 of the same gem	gsr	gsr	gsr	gsr			res-fire		30	30	abs-fire%		5	5	ac%		16	16																	0
xGemwordFlame	Flame	1						shld	belt								4 of the same gem	glr	glr	glr	glr			res-fire		35	35	abs-fire%		6	6	ac%		20	20																	0
xGemwordFlame	Flame	1						shld	belt								4 of the same gem	gpr	gpr	gpr	gpr			res-fire		40	40	abs-fire%		7	7	ac%		25	25																	0
xGemwordMirror	Mirror	1						weap	glov								4 of the same gem	gcw	gcw	gcw	gcw			dmg-undead		42	42	deadly		11	11																					0
xGemwordMirror	Mirror	1						weap	glov								4 of the same gem	gfw	gfw	gfw	gfw			dmg-undead		50	50	deadly		14	14																					0
xGemwordMirror	Mirror	1						weap	glov								4 of the same gem	gsw	gsw	gsw	gsw			dmg-undead		60	60	deadly		17	17																					0
xGemwordMirror	Mirror	1						weap	glov								4 of the same gem	glw	glw	glw	glw			dmg-undead		70	70	deadly		20	20																					0
xGemwordMirror	Mirror	1						weap	glov								4 of the same gem	gpw	gpw	gpw	gpw			dmg-undead		80	80	deadly		25	25																					0
xGemwordMirror	Mirror	1						tors	helm	boot							4 of the same gem	gcw	gcw	gcw	gcw			att		80	80	red-mag		3	3	ac%		16	16	move2		15	15													0
xGemwordMirror	Mirror	1						tors	helm	boot							4 of the same gem	gfw	gfw	gfw	gfw			att		100	100	red-mag		4	4	ac%		20	20	move2		20	20													0
xGemwordMirror	Mirror	1						tors	helm	boot							4 of the same gem	gsw	gsw	gsw	gsw			att		125	125	red-mag		5	5	ac%		25	25	move2		25	25													0
xGemwordMirror	Mirror	1						tors	helm	boot							4 of the same gem	glw	glw	glw	glw			att		140	140	red-mag		6	6	ac%		30	30	move2		30	30													0
xGemwordMirror	Mirror	1						tors	helm	boot							4 of the same gem	gpw	gpw	gpw	gpw			att		160	160	red-mag		7	7	ac%		35	35	move2		35	35													0
xGemwordMirror	Mirror	1						shld	belt								4 of the same gem	gcw	gcw	gcw	gcw			res-all		6	6	red-dmg%		3	3	ac%		16	16																	0
xGemwordMirror	Mirror	1						shld	belt								4 of the same gem	gfw	gfw	gfw	gfw			res-all		9	9	red-dmg%		4	4	ac%		20	20																	0
xGemwordMirror	Mirror	1						shld	belt								4 of the same gem	gsw	gsw	gsw	gsw			res-all		12	12	red-dmg%		5	5	ac%		25	25																	0
xGemwordMirror	Mirror	1						shld	belt								4 of the same gem	glw	glw	glw	glw			res-all		15	15	red-dmg%		6	6	ac%		30	30																	0
xGemwordMirror	Mirror	1						shld	belt								4 of the same gem	gpw	gpw	gpw	gpw			res-all		20	20	red-dmg%		7	7	ac%		35	35																	0
xGemwordMarrow	Marrow	1						weap	glov								4 of the same gem	skc	skc	skc	skc			manasteal		3	3	lifesteal		3	3	reduce-ac		6	6																	0
xGemwordMarrow	Marrow	1						weap	glov								4 of the same gem	skf	skf	skf	skf			manasteal		4	4	lifesteal		4	4	reduce-ac		8	8																	0
xGemwordMarrow	Marrow	1						weap	glov								4 of the same gem	sku	sku	sku	sku			manasteal		5	5	lifesteal		5	5	reduce-ac		10	10																	0
xGemwordMarrow	Marrow	1						weap	glov								4 of the same gem	skl	skl	skl	skl			manasteal		6	6	lifesteal		6	6	reduce-ac		12	12																	0
xGemwordMarrow	Marrow	1						weap	glov								4 of the same gem	skz	skz	skz	skz			manasteal		7	7	lifesteal		7	7	reduce-ac		15	15																	0
xGemwordMarrow	Marrow	1						tors	helm	boot							4 of the same gem	skc	skc	skc	skc			regen		3	3	lifesteal		4	4	reduce-ac		8	8	move2		15	15													0
xGemwordMarrow	Marrow	1						tors	helm	boot							4 of the same gem	skf	skf	skf	skf			regen		4	4	lifesteal		4	4	reduce-ac		10	10	move2		20	20													0
xGemwordMarrow	Marrow	1						tors	helm	boot							4 of the same gem	sku	sku	sku	sku			regen		6	6	regen-mana		22	22	ac%		16	16	move2		25	25													0
xGemwordMarrow	Marrow	1						tors	helm	boot							4 of the same gem	skl	skl	skl	skl			regen		8	8	regen-mana		33	33	ac%		20	20	move2		30	30													0
xGemwordMarrow	Marrow	1						tors	helm	boot							4 of the same gem	skz	skz	skz	skz			regen		9	9	regen-mana		44	44	ac%		25	25	move2		35	35													0
xGemwordMarrow	Marrow	1						shld	belt								4 of the same gem	skc	skc	skc	skc			thorns		30	30	rep-dur	6			ac%		10	10																	0
xGemwordMarrow	Marrow	1						shld	belt								4 of the same gem	skf	skf	skf	skf			thorns		45	45	rep-dur	7			ac%		13	13																	0
xGemwordMarrow	Marrow	1						shld	belt								4 of the same gem	sku	sku	sku	sku			thorns/lvl	14			rep-dur	8			ac%		20	20																	0
xGemwordMarrow	Marrow	1						shld	belt								4 of the same gem	skl	skl	skl	skl			thorns/lvl	18			rep-dur	9			ac%		25	25																	0
xGemwordMarrow	Marrow	1						shld	belt								4 of the same gem	skz	skz	skz	skz			thorns/lvl	20			rep-dur	10			ac%		30	30																	0
RunewordInitiate	Initiate	1						belt	dols								GaeSi	r34	r44					cast2		30	30	allskills		1	3	ac%		150	200	mana-kill		20	20	red-dmg%		10	15									0
Runewordcrazy	crazy	1						staf	orb	lob	dols						DolIth	r14	r06					sor		1	1	cast2		10	20	res-all		10	10	mana-kill		10	10	skill-rand	2	36	60									0
RunewordJahcaliel	Jahcaliel	1						glov	dols								JahCaLiEl	r31	r37	r41	r01			allskills		1	3	aura	Concentration	15	20	hit-skill	Enchant	1	60	dmg		50	100	ac%		150	150	ac-miss		350	350	att%		25	25	0
Runewordcallme	callme	1						boot	dols								DuckThunA	r42	r46	r39				allskills		1	3	aura	Vigor	10	10	oskill	Find Item	1	1	ac%		200	200	kick		50	100	red-dmg%		10	20	gold%		100	100	0
Runewordtearorsol	TearOfSol	1						shld	dols								SolUiLumMal	r12	r35	r17	r23			block2		30	30	block		20	20	ac%		300	450	res-all-max		10	15	oskill	Telekinesis	1	1	balance3		25	25	allskills		1	3	0
RunewordFollow	FalLoGoolgDuck	1						tors	dols								FalLoGoolgDuck	r19	r28	r50	r42			allskills		1	3	aura	Redemption	5	10	gold%/lvl	30			red-dmg%		15	15	rep-dur	25			light		100	100	oskill	Holy Shield	1	5	0
RunewordChamjah	chamjahchama	1						tors	dols								ChamJahChamA	r32	r31	r32	r39			allskills		1	3	aura	Salvation	10	10	ac%		150	250	red-dmg		50	100	oskill	Oak Sage	1	3	balance3		25	25	ac-miss		400	500	0
RunewordYupderak	Yupderak	1						helm	dols								YupDerAk	r49	r47	r43				allskills		1	3	oskill	Penetrate	1	1	ac%		200	300	addxp		1	9	gethit-skill	Shiver Armor	10	20	hit-skill	Glacial Spike	3	45	dex/lvl	8			0
RunewordDicaprio	Dicaprio	1						axe	xbow	dols							DiCaPulIo	r38	r37	r21	r16			dmg%/lvl	8			dmg		200	300	dmg/lvl	13			hit-skill	Quickness	5	3	hit-skill	Amplify Damage	5	8	pierce-dmg		5	15	lifesteal		8	12	0
RunewordMctheMax	MctheMax	1						thro	ajav	dols							AmmSiDerVex	r11	r44	r47	r26			allskills		1	3	dmg/lvl	10			extra-ltng		10	20	pierce-ltng		30	40	noconsume		1	60	noheal		1	1	rep-quant	30			0
Runewordfrog	frog	1						boot	dols								GaeGulGaeGul	r34	r25	r34	r25			allskills		1	2	oskill	Leap	0	10	oskill	Leap Attack	1	1	move2		40	40	red-dmg		10	40	hp/lvl	8			skill-rand	3	6	402	0
Runewordtheglory	the Glory	1						helm	dols								DerGulLoLi	r47	r25	r28	r41			allskills		1	3	aura	Cleansing	3	3	red-dmg%		10	30	ac%		200	400	red-dmg		10	50	vit/lvl	8			reduce-ac		30	30	0
Runeworddarknight	Dark Night	1						glov	dols								DaKeuNaIst	r53	r45	r52	r24			aura	Might	10	20	ac%		200	300	red-dmg		20	50	hit-skill	Quickness	2	10	gethit-skill	Shock Wave	15	10	str/lvl	5			knock		1	1	0
Runeworddragonball	Dragon Ball	1						weap	dols								ChaJahRa	r58	r31	r54				allskills		0	2	dmg		200	300	dmg/lvl	11			hit-skill	Fade	3	15	hp%		10	20	hit-skill	Blessed Hammer	10	50	oskill	Find Item	1	30	0
Runewordwho	Who	1						belt	dols								NaDa	r52	r53					hit-skill	bone armor	3	50	ac%		200	250	reduce-ac		25	25	nofreeze		1	1	red-dmg		20	100	hp%		10	25	mana%		10	25	0
Runewordakbali	Akbali	1						staf	orb	lob	dols						AkBaLi	r43	r56	r41				allskills		1	3	skill-rand	2	36	60	skill-rand	2	36	60	skill-rand	2	36	60	skill-rand	2	36	60	skill-rand	2	36	60	oskill	Lower Resist	0	1	0
Runeworldcoindrop	CoinDrop	1						weap	dols								KoInDuckRaAk	r18	r40	r42	r54	r43		dmg%		-500	500	allskills		-5	5	indestruct		1	1	dmg		-200	500	ilvlx		21	21	hp%		-30	30	all-pierce		-50	50	0
Runeword601	Infinity	1					Previously Ladder Only	glov									BerMalBerIst	r30	r23	r30	r24			dmg%		255	325	move3		35	35	vit/lvl	4			kill-skill	Chain Lightning	50	20	pierce-ltng		45	55	charged	Cyclone Armor	30	21					0
Runewordmadicasol	Madicasol	1						shld	dols								MaDiCaSol	r55	r38	r37	r12			aura	Disease	10	25	allskills		1	3	block		20	30	ac%		450	500	dmg%		350	400	oskill	Blade Shield	1	10	oskill	Poison Mastery	1	1	0
Runewordnomo	Nomomoum	1						helm	dols								LoMoMoUm	r28	r36	r36	r22			allskills		1	3	ac/lvl	5			red-dmg%		10	15	aura	Pet Aura Life	10	25	rip		1	1	light		-3	-3	regen		-30	-30	0
Runewordiffy	Iffy	1						tors	dols								ThulLemMalLem	r10	r20	r23	r20			allskills		0	2	gethit-skill	Thunder Storm	15	20	mana-kill		5	5	hp%		5	10	res-all		20	20	addxp		1	3	half-freeze		1	1	0
Runewordmidnight	Midnight	1						club	hamm	mace	dols						EthLiAInJah	r05	r41	r39	r40	r31		allskills		1	3	oskill	Mace Mastery	1	1	hit-skill	Enchant	2	30	dmg		100	200	pierce-immunity-fire		1	5	pierce-immunity-damage		1	5	indestruct		1	1	0
Runewordkimbap	Kimbap	1						weap	dols								DolDolMalLiIn	r14	r14	r23	r41	r40		allskills		1	3	hit-skill	Amplify Damage	3	8	dmg/lvl	13			mana%		10	10	deadly		5	10	all-pierce		10	15	howl		-62	-62	0
Runewordkoreana	Koreana	1						glov	dols								KoLiANa	r18	r41	r39	r52			allskills		1	3	red-dmg		30	80	ac%		150	200	hit-skill	Blade Shield	1	15	rep-dur	25			light		50	50	pierce-immunity-all		1	5	0
Runeworddoctor	What the	1						h2h	dols								UiSaThunSiAmn	r35	r57	r46	r44	r11		skilltab	20	1	4	charge-noconsume		75	100	hit-skill	Lower Resist	1	12	crush		20	20	res-all		25	25	noheal		1	1	pierce-immunity-all		1	5	0
Runewordeunuch	Eunuch	1						shld	dols								GulJahRaKo	r25	r31	r54	r18			skilltab	20	1	3	charge-noconsume		25	50	oskill	Iron Skin	1	1	ac-miss		300	500	dex/lvl	8			block		30	30	balance3		20	20	0
RunewordPB	parisbaguette	1						weap	dols								PalEBaGaeEth	r19	r60	r56	r34	r05		allskills		1	4	aura	Concentration	8	12	mindmg/lvl	10			hp%		10	20	mana%		10	20	ac/lvl	30			all-pierce		10	20	0
RunewordBR	Baskin-Robbins	1						weap	dols								BerSurKingRaBerSur	r30	r29	r48	r54	r30	r29	dmg%		300	400	pierce-immunity-all		3	8	dmg/lvl	10			rep-dur	25			skill-rand2	1	6	155	skill-rand2	1	221	290	ilvlx		21	21	0
Runewordedelweiss	Edelweiss	1						helm	dols								ethel	r05	r01					ac/lvl	1			res-all		10	10	mana		50	50	addxp		0	1	balance3		10	10	half-freeze		1	1					0
Runewordenjoy	enjoy	1						boot									ethral	r05	r08					allskills		1	1	move2		20	20	half-freeze		1	1	res-all		10	10	addxp		0	1	manasteal		2	2					0
Runewordgrandmother	Grand Mother	1						mcha	dols								maljah	r23	r31					allskills		0	1	res-all		10	20	red-dmg%		5	8	dmg-norm		20	35													0
Runewordcrying	crying	1						gcha	dols								chammalloum	r32	r23	r28	r22			allskills		0	2	res-all		13	28	red-dmg%		10	15	ac/lvl	4			hp/lvl	6			pierce-immunity-all		1	5	regen		-10	-10	0
Runewordmommy	Hey Mom	1						boot	dols								GoolgEJahDa	r50	r60	r31	r53			allskills		1	3	kick		30	80	move3		50	50	all-stats/lvl	2			ac/lvl	6			extra-skill-dmg%-rand		5	10	ignore-ac		1	1	0
Runewordtender	tender	1						glov	dols								KingKeuLem	r48	r45	r20				allskills		1	3	res-all		40	50	red-dmg%		15	30	red-dmg		50	100	hit-skill	Lower Resist	1	6	deadly		50	50	noheal		1	1	0
Runewordhandsome	handsome	1						belt	dols								KingCa	r48	r37					allskills		1	3	addxp		1	5	red-dmg%		15	20	red-dmg		20	60	pierce		100	100	ac/lvl	4			str/lvl	6			0
RunewordFarewellking	Farewell King	1						helm	dols								BaEKing	r56	r60	r48				allskills		1	4	hp/lvl	8			ac-miss		300	500	hp%		15	30	ac/lvl	5			ac%		150	200	mana%		15	30	0
Runewordteamrocket	Team Rocket	1						weap	dols								NaLoSaNaLoE	r52	r28	r57	r52	r28	r60	allskills		1	5	charge-noconsume		75	100	mindmg/lvl	13			dmg		300	400	pierce-immunity-all		5	10	all-pierce		15	20	slow		75	75	0
Runewordpms	Park Myung Su	1						shld	dols								TalRalRa	r07	r08	r54				allskills		1	3	ac-miss		250	480	red-dmg%		35	35	red-dmg		50	100	ac/lvl	5			block2		30	30	all-absorb		5	10	0
Re runeword	---------																																																			0
ReRuneword1	Ancients' Pledge	1					109	shld	boot	lcha	gcha						reversal	r07	r09	r08				reversalrune		1	1																									0
ReRuneword3	Authority	1						tors	lcha								reversal	r08	r13	r15				reversalrune		1	1																									0
ReRuneword4	Beast	1					110	axe	scep	hamm							reversal	r17	r23	r22	r30	r30		reversalrune		1	1																									0
ReRuneword6	Black	1					109	club	hamm	mace	thro	ajav					reversal	r04	r16	r10				reversalrune		1	1																									0
ReRuneword8	Bone	1					111	tors	lcha								reversal	r22	r22	r12				reversalrune		1	1																									0
ReRuneword9	Bramble	1					110	tors									reversal	r05	r29	r27	r08			reversalrune		1	1																									0
ReRuneword10	Brand	1					Previously Ladder Only	miss	glov	thro	gcha						reversal	r25	r23	r28	r31			reversalrune		1	1																									0
ReRuneword11	Breath of the Dying	1					110	weap	thro	dols							reversal	r05	r33	r02	r01	r15	r26	reversalrune		1	1																									0
ReRuneword13	Call to Arms	1					110	weap	thro								reversal	r27	r24	r23	r08	r11		reversalrune		1	1																									0
ReRuneword14	Chains of Honor	1					110	tors	gcha								reversal	r24	r30	r22	r14			reversalrune		1	1																									0
ReRuneword16	Chaos	1					110	h2h									reversal	r22	r27	r19				reversalrune		1	1																									0
ReRuneword17	Crescent Moon	1					110	axe	swor	sppl	thro	ajav	glov				reversal	r03	r22	r13				reversalrune		1	1																									0
ReRuneword20	Death	1					Previously Ladder Only	swor	axe								reversal	r25	r09	r26	r01	r15		reversalrune		1	1																									0
ReRuneword22	Delirium	1					110	helm	lcha								reversal	r16	r24	r20				reversalrune		1	1																									0
ReRuneword25	Destruction	1					Previously Ladder Only	sppl	swor								reversal	r18	r31	r30	r28	r26		reversalrune		1	1																									0
ReRuneword26	Doom	1					110	axe	sppl	hamm	lob						reversal	r32	r28	r22	r27	r15		reversalrune		1	1																									0
ReRuneword27	Dragon	1					Previously Ladder Only	tors	shld	boot	bowq	xboq					reversal	r12	r28	r29				reversalrune		1	1																									0
ReRuneword29	Dream	1					Previously Ladder Only	helm	shld	boot	bowq	xboq					reversal	r21	r31	r16				reversalrune		1	1																									0
ReRuneword30	Duress	1					110	tors	lcha								reversal	r10	r22	r13				reversalrune		1	1																									0
ReRuneword31	Edge	1					Previously Ladder Only	miss									reversal	r11	r07	r03				reversalrune		1	1																									0
ReRuneword33	Enigma	1					110	tors									reversal	r30	r06	r31				reversalrune		1	1																									0
ReRuneword34	Enlightenment	1					111	tors	lcha								reversal	r12	r08	r21				reversalrune		1	1																									0
ReRuneword36	Eternity	1					110	mele									reversal	r29	r12	r24	r30	r11		reversalrune		1	1																									0
ReRuneword37	Exile	1					110	pala	gcha								reversal	r14	r24	r27	r26			reversalrune		1	1																									0
ReRuneword38	Faith	1					"110, Previously Ladder Only"	miss	glov	thro							reversal	r02	r20	r31	r27			reversalrune		1	1																									0
ReRuneword39	Famine	1						axe	hamm	glov	thro	gcha					reversal	r31	r09	r27	r19			reversalrune		1	1																									0
ReRuneword40	Flickering Flame	1			1	2	D2R Ladder 1	helm									reversal	r26	r21	r04				reversalrune		1	1																									0
ReRuneword41	Fortitude	1					Previously Ladder Only	weap	tors	glov	thro	gcha					reversal	r23	r14	r12	r01			reversalrune		1	1																									0
ReRuneword44	Fury	1					109	mele	glov	thro	ajav						reversal	r05	r25	r31				reversalrune		1	1																									0
ReRuneword45	Gloom	1					110	tors	lcha								reversal	r21	r22	r19				reversalrune		1	1																									0
ReRuneword47	Grief	1					Previously Ladder Only	swor	axe								reversal	r08	r23	r28	r03	r05		reversalrune		1	1																									0
ReRuneword48	Hand of Justice	1					110	weap	glov								reversal	r28	r11	r32	r29			reversalrune		1	1																									0
ReRuneword49	Harmony	1					Previously Ladder Only	miss	glov	gcha							reversal	r18	r12	r06	r03			reversalrune		1	1																									0
