name	version	compactsave	rarity	spawnable	DropConditionCalc	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Giant Conch	100	0	4	1		110	154	0	284	0	0	30	0	54	0	120	57806	12631	uhl	uhl			fhl	fhl	xhl	uhl	0	2	2	1	4	1	flpfhl	invfhl	invfhlu	invfhlu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Spired Helm	100	0	4	1		114	159	0	384	0	0	40	0	79	0	177	87168	15348	uhm	uhm			ghm	ghm	xhm	uhm	0	2	2	1	4	1	flpghm	invghm		invuhms							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
Corona	100	0	4	1		111	165	0	348	0	0	50	0	85	0	198	94770	17369	urn	urn			crn	crn	xrn	urn	0	2	2	1	4	1	flpcrn	invcrn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Demonhead	100	0	4	1		101	154	0	204	0	0	20	0	74	0	165	76578	13328	usk	usk			msk	msk	xsk	usk	0	2	2	1	4	1	flpmsk	invmsk									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Dusk Shroud	100	0	1	1		361	467	0	154	0	0	20	0	65	0	147	21835	28085	uui	uui			qlt	qui	xui	uui	1	2	3	1	4	1	flpqlt	invqlt			0	0	0	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Wyrmhide	100	0	2	1		364	470	0	168	0	0	24	0	67	0	150	22692	29754	uea	uea			lea	lea	xea	uea	1	2	3	1	4	1	flplea	invlea			0	0	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Scarab Husk	100	0	3	1		369	474	0	190	0	0	28	0	68	0	153	23257	31526	ula	ula			hla	hla	xla	ula	1	2	3	1	4	1	flphla	invhla	invhla	invhla	1	1	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Wire Fleece	100	0	4	1		375	481	0	222	0	0	32	0	70	0	159	24305	34331	utu	utu			stu	stu	xtu	utu	1	2	3	1	4	1	flpstu	invstu			1	0	0	1	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Diamond Mail	100	0	4	1		383	489	5	262	0	0	26	0	72	0	162	25443	37390	ung	ung			rng	rng	xng	ung	1	2	3	1	4	1	flprng	invrng			0	0	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Loricated Mail	100	0	4	1		390	496	10	298	0	0	36	0	73	0	165	26216	39700	ucl	ucl			scl	scl	xcl	ucl	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Boneweave	100	0	4	1		399	505	5	316	0	0	45	0	62	0	141	22770	42272	uhn	uhn			chn	chn	xhn	uhn	1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Great Hauberk	100	0	4	1		395	501	0	236	0	0	50	0	75	0	168	27220	44603	urs	urs			brs	brs	xrs	urs	1	2	3	1	4	1	flpbrs	invbrs	invbrs	invbrs	0	0	2	0	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Balrog Skin	100	0	4	1		410	517	5	330	0	0	30	0	76	0	171	28535	48048	upl	upl			spl	spl	xpl	upl	1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
Hellforge Plate	100	0	4	1		421	530	10	392	0	0	60	0	78	0	177	30013	53295	ult	ult			plt	plt	xlt	ult	1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Kraken Shell	100	0	4	1		417	523	5	348	0	0	48	0	81	0	183	30801	56866	uld	uld			fld	fld	xld	uld	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Lacquered Plate	100	0	4	1		433	541	5	416	0	0	55	0	82	0	186	32309	63391	uth	uth			gth	gth	xth	uth	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Shadow Plate	100	0	4	1		446	557	10	460	0	0	70	0	83	0	192	33664	71249	uul	uul			ful	ful	xul	uul	1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Sacred Armor	100	0	4	1		487	600	5	464	0	0	60	0	85	0	198	37355	81203	uar	uar			aar	aar	xar	uar	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Archon Plate	100	0	4	1		410	524	0	206	0	0	60	0	84	0	189	31752	64189	utp	utp			ltp	ltp	xtp	utp	1	2	3	1	4	1	flpltp	invltp			2	0	1	1	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
Heater	100	0	2	1		95	110	0	154	0	22	88	0	58	0	129	48303	64205	uuc	uuc			buc	buc	xuc	uuc	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	16	30	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Luna	100	0	3	1		108	123	0	200	0	20	84	0	61	0	135	57189	72757	uml	uml			buc	sml	xml	uml	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	17	29	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	5	0	xxx	xxx	1	0		
Hyperion	100	0	4	1		119	135	5	254	0	24	82	0	64	0	144	65914	85713	urg	urg			lrg	lrg	xrg	urg	7	2	3	1	4	2	flplrg	invlrg	invlrgu	invlrgu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	14	32	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0		
Monarch	100	0	4	1		133	148	0	312	0	22	86	0	72	0	162	81896	96026	uit	uit			kit	kit	xit	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	12	34	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0		
Aegis	100	0	4	1		145	161	10	438	0	24	92	0	79	0	177	97701	11559	uow	uow			tow	tow	xow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	18	28	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0		
Ward	100	0	4	1		153	170	5	370	0	24	100	0	84	0	189	10963	14276	uts	uts			kit	gts	xts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invutss							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	11	35	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0		
Bramble Mitts	100	0	1	1		54	62	0	100	0	0	12	0	57	0	126	26920	44990	ulg	ulg			lgl	lgl	xlg	ulg	16	2	2	1	4	0	flplgl	invlgl	invlgl	invlgl							0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Vampirebone Gloves	100	0	1	1		56	65	0	100	0	0	14	0	63	0	141	30862	51017	uvg	uvg			vgl	vgl	xvg	uvg	16	2	2	1	4	0	flpvgl	invvgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Vambraces	100	0	2	1		59	67	0	212	0	0	16	0	69	0	153	34964	58692	umg	umg			mgl	mgl	xmg	umg	16	2	2	1	4	0	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Crusader Gauntlets	100	0	3	1		59	68	0	302	0	0	18	0	76	0	171	39119	70104	utg	utg			mgl	tgl	xtg	utg	16	2	2	1	4	0	flptgl	invtgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Ogre Gauntlets	100	0	4	1		62	71	0	370	0	0	24	0	85	0	192	45481	83032	uhg	uhg			hgl	hgl	xhg	uhg	16	2	2	1	4	0	flphgl	invhgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Wyrmhide Boots	100	0	1	1		54	62	0	100	0	0	12	0	60	0	135	28315	44990	ulb	ulb			lbt	lbt	xlb	ulb	16	2	2	1	4	2	flplbt	invlbt	invlbt	invlbt							0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	65	100	120		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Scarabshell Boots	100	0	1	1		56	65	0	182	0	0	14	0	66	0	147	32271	50937	uvb	uvb			vbt	vbt	xvb	uvb	16	2	2	1	4	2	flpvbt	invvbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	60	110	120		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Boneweave Boots	100	0	2	1		59	67	0	236	0	0	16	0	72	0	162	36456	58669	umb	umb			mbt	mbt	xmb	umb	16	2	2	1	4	2	flpmbt	invmbt									0					0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0			0	6	0	69	118	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Mirrored Boots	100	0	3	1		59	68	0	326	0	0	18	0	81	0	180	41658	70078	utb	utb			mbt	tbt	xtb	utb	16	2	2	1	4	2	flptbt	invtbt	invtbt	invtbt							0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	50	145	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Myrmidon Greaves	100	0	4	1		62	71	0	416	0	0	24	0	85	0	195	45459	82977	uhb	uhb			hbt	hbt	xhb	uhb	16	2	2	1	4	2	flphbt	invhbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	83	149	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Spiderweb Sash	100	0	1	1		55	62	0	100	0	0	12	0	61	0	138	28842	45078	ulc	ulc			lbl	lbl	zlb	ulc	16	2	1	1	2	1	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Vampirefang Belt	100	0	1	1		56	63	0	100	0	0	14	0	68	0	153	32656	50147	uvc	uvc			vbl	vbl	zvb	uvc	16	2	1	1	2	1	flpvbl	invvbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Mithril Coil	100	0	2	1		58	65	0	212	0	0	16	0	75	0	168	37134	57500	umc	umc			mbl	mbl	zmb	umc	16	2	1	1	2	1	flpmbl	invmbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Troll Belt	100	0	2	1		59	66	0	302	0	0	18	0	82	0	186	41183	68564	utc	utc			mbl	tbl	ztb	utc	16	2	1	1	2	1	flptbl	invtbl	invtbl	invtbl							0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Colossus Girdle	100	0	3	1		61	71	0	370	0	0	24	0	85	0	201	45051	82296	uhc	uhc			hbl	hbl	zhb	uhc	16	2	1	1	2	1	flphbl	invhbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Bone Visage	100	0	2	1		100	157	0	212	0	0	40	0	84	0	189	87274	99694	uh9	uh9			bhm	bhm	xh9	uh9	0	2	2	1	4	1	flpbhm	invbhm	invbhmu	invbhmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
Troll Nest	100	0	2	1		158	173	0	212	0	20	74	0	76	0	171	10184	97764	ush	ush			bsh	bsh	xsh	ush	7	2	3	1	4	2	flpbsh	invbsh	invbshu	invbshu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	24	38	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Blade Barrier	100	0	3	1		147	163	0	236	0	20	83	0	68	0	153	85443	68986	upk	upk			spk	spk	xpk	upk	7	2	3	1	4	2	flpspk	invspk	invspku	invspku							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	26	40	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Alpha Helm	100	0	1	1		52	62	0	88	0	0	20	0	35	0	78	16300	13677	dr6	dr6			dr1	dr1	dr6	drb	0	2	2	1	4	1	flpdr1	invdr1									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	8	8	0	xxx	xxx	1	0		
Griffon Headress	100	0	1	1		46	68	0	100	0	0	20	0	40	0	90	18564	13677	dr7	dr7			dr4	dr2	dr7	drc	0	2	2	1	4	1	flpdr4	invdr2									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	8	8	0	xxx	xxx	1	0		
Hunter's Guise	100	0	1	1		67	81	0	112	0	0	20	0	46	0	87	27768	13677	dr8	dr8			dr3	dr3	dr8	drd	0	2	2	1	4	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Sacred Feathers	100	0	1	1		58	87	0	124	0	0	20	0	50	0	96	29518	13678	dr9	dr9			dr4	dr4	dr9	dre	0	2	2	1	4	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Totemic Mask	100	0	1	1		73	98	0	130	0	0	20	0	55	0	123	38127	13678	dra	dra			dr1	dr5	dra	drf	0	2	2	1	4	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Jawbone Visor	100	0	2	1		55	68	0	116	0	0	25	0	33	0	75	16603	13677	ba6	ba6			ba1	ba1	ba6	bab	0	2	2	1	4	1	flpba1	invba1									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	0	0	xxx	xxx	1	0		
Lion Helm	100	0	2	1		63	75	0	146	0	0	35	0	38	0	87	21378	13677	ba7	ba7			ba1	ba2	ba7	bac	0	2	2	1	4	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	0	0	xxx	xxx	1	0		
Rage Mask	100	0	2	1		78	90	0	176	0	0	45	0	44	0	87	30063	13677	ba8	ba8			ba3	ba3	ba8	bad	0	2	2	1	4	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Savage Helmet	100	0	2	1		85	98	0	206	0	0	50	0	49	0	96	36398	13678	ba9	ba9			ba5	ba4	ba9	bae	0	2	2	1	4	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Slayer Guard	100	0	2	1		93	120	0	236	0	0	55	0	54	0	120	46633	13678	baa	baa			ba5	ba5	baa	baf	0	2	2	1	4	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Akaran Targe	100	0	2	1		101	125	0	88	0	10	20	0	35	0	78	32500	13678	pa6	pa6		304	pa1	pa1	pa6	pab	7	2	2	1	4	2	flppa1	invpa1									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0			0	1	0	12	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	0	0	0	xxx	xxx	1	0		
Akaran Rondache	100	0	2	1		113	137	0	118	0	15	30	0	40	0	90	40941	13678	pa7	pa7		304	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0			0	1	0	15	20	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	0	0	0	xxx	xxx	1	0		
Protector Shield	100	0	2	1		129	153	0	138	0	20	40	0	46	0	102	52947	13678	pa8	pa8		304	pa3	pa3	pa8	pad	7	2	4	1	4	2	flppa3	invpa3									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0			0	1	0	18	24	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Gilded Shield	100	0	2	1		144	168	0	178	0	22	50	0	51	0	114	64807	13678	pa9	pa9		304	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	20	28	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Royal Shield	100	0	2	1		156	181	0	228	0	25	60	0	55	0	123	75374	13678	paa	paa		304	pa5	pa5	paa	paf	7	2	2	1	4	2	flppa5	invpa5									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	24	32	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Mummified Trophy	100	0	1	1		38	48	0	76	0	3	20	0	33	0	72	11590	13678	ne6	ne6		305	ne1	ne1	ne6	neb	10	2	2	1	4	2	flpne1	invne1									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	0	xxx	xxx	1	0		
Fetish Trophy	100	0	1	1		41	52	0	82	0	5	20	0	39	0	87	14839	13679	ne7	ne7		305	ne2	ne2	ne7	neg	10	2	2	1	4	2	flpne2	invne2									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	0	xxx	xxx	1	0		
Sexton Trophy	100	0	1	1		44	55	0	94	0	8	20	0	45	0	99	18169	13679	ne8	ne8		305	ne3	ne3	ne8	ned	10	2	2	1	4	2	flpne3	invne3									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Cantor Trophy	100	0	1	1		50	64	0	100	0	10	20	0	49	0	108	22750	13679	ne9	ne9		305	ne3	ne4	ne9	nee	10	2	2	1	4	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Heirophant Trophy	100	0	1	1		58	70	0	116	0	12	20	0	54	0	120	27993	13679	nea	nea		305	ne2	ne5	nea	nef	10	2	2	1	4	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Blood Spirit	100	0	1	1		101	145	0	172	0	0	20	0	62	0	138	61755	68986	drb	drb			dr1	dr1	dr6	drb	0	2	2	1	4	1	flpdr1	invdr1									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
