description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
R36	1				100	18	70	9		1	a36							useitem,qty=8																													r36																																																										0
R37	1				100	18	70	9		1	a37							useitem,qty=8																													r37																																																										0
R38	1				100	18	70	9		1	a38							useitem,qty=8																													r38																																																										0
R39	1				100	18	70	9		1	a39							useitem,qty=8																													r39																																																										0
R40	1				100	18	70	9		1	a40							useitem,qty=8																													r40																																																										0
R41	1				100	18	70	9		1	a41							useitem,qty=8																													r41																																																										0
R42	1				100	18	70	9		1	a42							useitem,qty=8																													r42																																																										0
R43	1				100	18	70	9		1	a43							useitem,qty=8																													r43																																																										0
R44	1				100	18	70	9		1	a44							useitem,qty=8																													r44																																																										0
R45	1				100	18	70	9		1	a45							useitem,qty=8																													r45																																																										0
R46	1				100	18	70	9		1	a46							useitem,qty=8																													r46																																																										0
R47	1				100	18	70	9		1	a47							useitem,qty=8																													r47																																																										0
R48	1				100	18	70	9		1	a48							useitem,qty=8																													r48																																																										0
R49	1				100	18	70	9		1	a49							useitem,qty=8																													r49																																																										0
R50	1				100	18	70	9		1	a50							useitem,qty=8																													r50																																																										0
R34	1				100	18	70	10		1	a34							useitem,qty=9																													r34																																																										0
R35	1				100	18	70	10		1	a35							useitem,qty=9																													r35																																																										0
R36	1				100	18	70	10		1	a36							useitem,qty=9																													r36																																																										0
R37	1				100	18	70	10		1	a37							useitem,qty=9																													r37																																																										0
R38	1				100	18	70	10		1	a38							useitem,qty=9																													r38																																																										0
R39	1				100	18	70	10		1	a39							useitem,qty=9																													r39																																																										0
R40	1				100	18	70	10		1	a40							useitem,qty=9																													r40																																																										0
R41	1				100	18	70	10		1	a41							useitem,qty=9																													r41																																																										0
R42	1				100	18	70	10		1	a42							useitem,qty=9																													r42																																																										0
R43	1				100	18	70	10		1	a43							useitem,qty=9																													r43																																																										0
R44	1				100	18	70	10		1	a44							useitem,qty=9																													r44																																																										0
R45	1				100	18	70	10		1	a45							useitem,qty=9																													r45																																																										0
R46	1				100	18	70	10		1	a46							useitem,qty=9																													r46																																																										0
R47	1				100	18	70	10		1	a47							useitem,qty=9																													r47																																																										0
R48	1				100	18	70	10		1	a48							useitem,qty=9																													r48																																																										0
R49	1				100	18	70	10		1	a49							useitem,qty=9																													r49																																																										0
R50	1				100	18	70	10		1	a50							useitem,qty=9																													r50																																																										0
r34	1				100					1	r34							a34,qty=1																																																																																							0
r34	1				100	18	70	1		2	a34	r34						useitem,qty=2																																																																																							0
r34	1				100	18	70	2		2	a34	r34						useitem,qty=3																																																																																							0
r34	1				100	18	70	3		2	a34	r34						useitem,qty=4																																																																																							0
r34	1				100	18	70	4		2	a34	r34						useitem,qty=5																																																																																							0
r34	1				100	18	70	5		2	a34	r34						useitem,qty=6																																																																																							0
r34	1				100	18	70	6		2	a34	r34						useitem,qty=7																																																																																							0
r34	1				100	18	70	7		2	a34	r34						useitem,qty=8																																																																																							0
r34	1				100	18	70	8		2	a34	r34						useitem,qty=9																																																																																							0
r34	1				100	18	70	9		2	a34	r34						useitem,qty=10																																																																																							0
r35	1				100					1	r35							a35,qty=1																																																																																							0
r35	1				100	18	70	1		2	a35	r35						useitem,qty=2																																																																																							0
r35	1				100	18	70	2		2	a35	r35						useitem,qty=3																																																																																							0
r35	1				100	18	70	3		2	a35	r35						useitem,qty=4																																																																																							0
r35	1				100	18	70	4		2	a35	r35						useitem,qty=5																																																																																							0
r35	1				100	18	70	5		2	a35	r35						useitem,qty=6																																																																																							0
r35	1				100	18	70	6		2	a35	r35						useitem,qty=7																																																																																							0
r35	1				100	18	70	7		2	a35	r35						useitem,qty=8																																																																																							0
r35	1				100	18	70	8		2	a35	r35						useitem,qty=9																																																																																							0
r35	1				100	18	70	9		2	a35	r35						useitem,qty=10																																																																																							0
r36	1				100					1	r36							a36,qty=1																																																																																							0
r36	1				100	18	70	1		2	a36	r36						useitem,qty=2																																																																																							0
r36	1				100	18	70	2		2	a36	r36						useitem,qty=3																																																																																							0
r36	1				100	18	70	3		2	a36	r36						useitem,qty=4																																																																																							0
r36	1				100	18	70	4		2	a36	r36						useitem,qty=5																																																																																							0
r36	1				100	18	70	5		2	a36	r36						useitem,qty=6																																																																																							0
r36	1				100	18	70	6		2	a36	r36						useitem,qty=7																																																																																							0
r36	1				100	18	70	7		2	a36	r36						useitem,qty=8																																																																																							0
r36	1				100	18	70	8		2	a36	r36						useitem,qty=9																																																																																							0
r36	1				100	18	70	9		2	a36	r36						useitem,qty=10																																																																																							0
r37	1				100					1	r37							a37,qty=1																																																																																							0
r37	1				100	18	70	1		2	a37	r37						useitem,qty=2																																																																																							0
r37	1				100	18	70	2		2	a37	r37						useitem,qty=3																																																																																							0
r37	1				100	18	70	3		2	a37	r37						useitem,qty=4																																																																																							0
r37	1				100	18	70	4		2	a37	r37						useitem,qty=5																																																																																							0
r37	1				100	18	70	5		2	a37	r37						useitem,qty=6																																																																																							0
r37	1				100	18	70	6		2	a37	r37						useitem,qty=7																																																																																							0
r37	1				100	18	70	7		2	a37	r37						useitem,qty=8																																																																																							0
r37	1				100	18	70	8		2	a37	r37						useitem,qty=9																																																																																							0
r37	1				100	18	70	9		2	a37	r37						useitem,qty=10																																																																																							0
r38	1				100					1	r38							a38,qty=1																																																																																							0
r38	1				100	18	70	1		2	a38	r38						useitem,qty=2																																																																																							0
r38	1				100	18	70	2		2	a38	r38						useitem,qty=3																																																																																							0
r38	1				100	18	70	3		2	a38	r38						useitem,qty=4																																																																																							0
r38	1				100	18	70	4		2	a38	r38						useitem,qty=5																																																																																							0
r38	1				100	18	70	5		2	a38	r38						useitem,qty=6																																																																																							0
r38	1				100	18	70	6		2	a38	r38						useitem,qty=7																																																																																							0
r38	1				100	18	70	7		2	a38	r38						useitem,qty=8																																																																																							0
r38	1				100	18	70	8		2	a38	r38						useitem,qty=9																																																																																							0
r38	1				100	18	70	9		2	a38	r38						useitem,qty=10																																																																																							0
r39	1				100					1	r39							a39,qty=1																																																																																							0
r39	1				100	18	70	1		2	a39	r39						useitem,qty=2																																																																																							0
r39	1				100	18	70	2		2	a39	r39						useitem,qty=3																																																																																							0
r39	1				100	18	70	3		2	a39	r39						useitem,qty=4																																																																																							0
r39	1				100	18	70	4		2	a39	r39						useitem,qty=5																																																																																							0
r39	1				100	18	70	5		2	a39	r39						useitem,qty=6																																																																																							0
r39	1				100	18	70	6		2	a39	r39						useitem,qty=7																																																																																							0
r39	1				100	18	70	7		2	a39	r39						useitem,qty=8																																																																																							0
r39	1				100	18	70	8		2	a39	r39						useitem,qty=9																																																																																							0
r39	1				100	18	70	9		2	a39	r39						useitem,qty=10																																																																																							0
r40	1				100					1	r40							a40,qty=1																																																																																							0
r40	1				100	18	70	1		2	a40	r40						useitem,qty=2																																																																																							0
r40	1				100	18	70	2		2	a40	r40						useitem,qty=3																																																																																							0
r40	1				100	18	70	3		2	a40	r40						useitem,qty=4																																																																																							0
r40	1				100	18	70	4		2	a40	r40						useitem,qty=5																																																																																							0
r40	1				100	18	70	5		2	a40	r40						useitem,qty=6																																																																																							0
r40	1				100	18	70	6		2	a40	r40						useitem,qty=7																																																																																							0
r40	1				100	18	70	7		2	a40	r40						useitem,qty=8																																																																																							0
r40	1				100	18	70	8		2	a40	r40						useitem,qty=9																																																																																							0
r40	1				100	18	70	9		2	a40	r40						useitem,qty=10																																																																																							0
r41	1				100					1	r41							a41,qty=1																																																																																							0
r41	1				100	18	70	1		2	a41	r41						useitem,qty=2																																																																																							0
r41	1				100	18	70	2		2	a41	r41						useitem,qty=3																																																																																							0
r41	1				100	18	70	3		2	a41	r41						useitem,qty=4																																																																																							0
r41	1				100	18	70	4		2	a41	r41						useitem,qty=5																																																																																							0
r41	1				100	18	70	5		2	a41	r41						useitem,qty=6																																																																																							0
r41	1				100	18	70	6		2	a41	r41						useitem,qty=7																																																																																							0
r41	1				100	18	70	7		2	a41	r41						useitem,qty=8																																																																																							0
r41	1				100	18	70	8		2	a41	r41						useitem,qty=9																																																																																							0
r41	1				100	18	70	9		2	a41	r41						useitem,qty=10																																																																																							0
r42	1				100					1	r42							a42,qty=1																																																																																							0
r42	1				100	18	70	1		2	a42	r42						useitem,qty=2																																																																																							0
r42	1				100	18	70	2		2	a42	r42						useitem,qty=3																																																																																							0
r42	1				100	18	70	3		2	a42	r42						useitem,qty=4																																																																																							0
r42	1				100	18	70	4		2	a42	r42						useitem,qty=5																																																																																							0
r42	1				100	18	70	5		2	a42	r42						useitem,qty=6																																																																																							0
r42	1				100	18	70	6		2	a42	r42						useitem,qty=7																																																																																							0
r42	1				100	18	70	7		2	a42	r42						useitem,qty=8																																																																																							0
r42	1				100	18	70	8		2	a42	r42						useitem,qty=9																																																																																							0
r42	1				100	18	70	9		2	a42	r42						useitem,qty=10																																																																																							0
r43	1				100					1	r43							a43,qty=1																																																																																							0
r43	1				100	18	70	1		2	a43	r43						useitem,qty=2																																																																																							0
r43	1				100	18	70	2		2	a43	r43						useitem,qty=3																																																																																							0
r43	1				100	18	70	3		2	a43	r43						useitem,qty=4																																																																																							0
r43	1				100	18	70	4		2	a43	r43						useitem,qty=5																																																																																							0
r43	1				100	18	70	5		2	a43	r43						useitem,qty=6																																																																																							0
r43	1				100	18	70	6		2	a43	r43						useitem,qty=7																																																																																							0
r43	1				100	18	70	7		2	a43	r43						useitem,qty=8																																																																																							0
r43	1				100	18	70	8		2	a43	r43						useitem,qty=9																																																																																							0
r43	1				100	18	70	9		2	a43	r43						useitem,qty=10																																																																																							0
r44	1				100					1	r44							a44,qty=1																																																																																							0
r44	1				100	18	70	1		2	a44	r44						useitem,qty=2																																																																																							0
r44	1				100	18	70	2		2	a44	r44						useitem,qty=3																																																																																							0
r44	1				100	18	70	3		2	a44	r44						useitem,qty=4																																																																																							0
r44	1				100	18	70	4		2	a44	r44						useitem,qty=5																																																																																							0
r44	1				100	18	70	5		2	a44	r44						useitem,qty=6																																																																																							0
r44	1				100	18	70	6		2	a44	r44						useitem,qty=7																																																																																							0
r44	1				100	18	70	7		2	a44	r44						useitem,qty=8																																																																																							0
r44	1				100	18	70	8		2	a44	r44						useitem,qty=9																																																																																							0
r44	1				100	18	70	9		2	a44	r44						useitem,qty=10																																																																																							0
r45	1				100					1	r45							a45,qty=1																																																																																							0
r45	1				100	18	70	1		2	a45	r45						useitem,qty=2																																																																																							0
r45	1				100	18	70	2		2	a45	r45						useitem,qty=3																																																																																							0
r45	1				100	18	70	3		2	a45	r45						useitem,qty=4																																																																																							0
r45	1				100	18	70	4		2	a45	r45						useitem,qty=5																																																																																							0
r45	1				100	18	70	5		2	a45	r45						useitem,qty=6																																																																																							0
r45	1				100	18	70	6		2	a45	r45						useitem,qty=7																																																																																							0
r45	1				100	18	70	7		2	a45	r45						useitem,qty=8																																																																																							0
r45	1				100	18	70	8		2	a45	r45						useitem,qty=9																																																																																							0
r45	1				100	18	70	9		2	a45	r45						useitem,qty=10																																																																																							0
r46	1				100					1	r46							a46,qty=1																																																																																							0
r46	1				100	18	70	1		2	a46	r46						useitem,qty=2																																																																																							0
r46	1				100	18	70	2		2	a46	r46						useitem,qty=3																																																																																							0
r46	1				100	18	70	3		2	a46	r46						useitem,qty=4																																																																																							0
r46	1				100	18	70	4		2	a46	r46						useitem,qty=5																																																																																							0
r46	1				100	18	70	5		2	a46	r46						useitem,qty=6																																																																																							0
r46	1				100	18	70	6		2	a46	r46						useitem,qty=7																																																																																							0
r46	1				100	18	70	7		2	a46	r46						useitem,qty=8																																																																																							0
r46	1				100	18	70	8		2	a46	r46						useitem,qty=9																																																																																							0
r46	1				100	18	70	9		2	a46	r46						useitem,qty=10																																																																																							0
r47	1				100					1	r47							a47,qty=1																																																																																							0
r47	1				100	18	70	1		2	a47	r47						useitem,qty=2																																																																																							0
r47	1				100	18	70	2		2	a47	r47						useitem,qty=3																																																																																							0
r47	1				100	18	70	3		2	a47	r47						useitem,qty=4																																																																																							0
r47	1				100	18	70	4		2	a47	r47						useitem,qty=5																																																																																							0
r47	1				100	18	70	5		2	a47	r47						useitem,qty=6																																																																																							0
r47	1				100	18	70	6		2	a47	r47						useitem,qty=7																																																																																							0
r47	1				100	18	70	7		2	a47	r47						useitem,qty=8																																																																																							0
r47	1				100	18	70	8		2	a47	r47						useitem,qty=9																																																																																							0
r47	1				100	18	70	9		2	a47	r47						useitem,qty=10																																																																																							0
r48	1				100					1	r48							a48,qty=1																																																																																							0
r48	1				100	18	70	1		2	a48	r48						useitem,qty=2																																																																																							0
r48	1				100	18	70	2		2	a48	r48						useitem,qty=3																																																																																							0
r48	1				100	18	70	3		2	a48	r48						useitem,qty=4																																																																																							0
r48	1				100	18	70	4		2	a48	r48						useitem,qty=5																																																																																							0
r48	1				100	18	70	5		2	a48	r48						useitem,qty=6																																																																																							0
r48	1				100	18	70	6		2	a48	r48						useitem,qty=7																																																																																							0
r48	1				100	18	70	7		2	a48	r48						useitem,qty=8																																																																																							0
r48	1				100	18	70	8		2	a48	r48						useitem,qty=9																																																																																							0
r48	1				100	18	70	9		2	a48	r48						useitem,qty=10																																																																																							0
r49	1				100					1	r49							a49,qty=1																																																																																							0
r49	1				100	18	70	1		2	a49	r49						useitem,qty=2																																																																																							0
r49	1				100	18	70	2		2	a49	r49						useitem,qty=3																																																																																							0
r49	1				100	18	70	3		2	a49	r49						useitem,qty=4																																																																																							0
r49	1				100	18	70	4		2	a49	r49						useitem,qty=5																																																																																							0
r49	1				100	18	70	5		2	a49	r49						useitem,qty=6																																																																																							0
r49	1				100	18	70	6		2	a49	r49						useitem,qty=7																																																																																							0
r49	1				100	18	70	7		2	a49	r49						useitem,qty=8																																																																																							0
r49	1				100	18	70	8		2	a49	r49						useitem,qty=9																																																																																							0
r49	1				100	18	70	9		2	a49	r49						useitem,qty=10																																																																																							0
r50	1				100					1	r50							a50,qty=1																																																																																							0
r50	1				100	18	70	1		2	a50	r50						useitem,qty=2																																																																																							0
r50	1				100	18	70	2		2	a50	r50						useitem,qty=3																																																																																							0
r50	1				100	18	70	3		2	a50	r50						useitem,qty=4																																																																																							0
r50	1				100	18	70	4		2	a50	r50						useitem,qty=5																																																																																							0
r50	1				100	18	70	5		2	a50	r50						useitem,qty=6																																																																																							0
r50	1				100	18	70	6		2	a50	r50						useitem,qty=7																																																																																							0
r50	1				100	18	70	7		2	a50	r50						useitem,qty=8																																																																																							0
r50	1				100	18	70	8		2	a50	r50						useitem,qty=9																																																																																							0
r50	1				100	18	70	9		2	a50	r50						useitem,qty=10																																																																																							0
R51	1				100	18	70	1		1	a51							r51																																																																																							0
R52	1				100	18	70	1		1	a52							r52																																																																																							0
R53	1				100	18	70	1		1	a53							r53																																																																																							0
R54	1				100	18	70	1		1	a54							r54																																																																																							0
R55	1				100	18	70	1		1	a55							r55																																																																																							0
R56	1				100	18	70	1		1	a56							r56																																																																																							0
R57	1				100	18	70	1		1	a57							r57																																																																																							0
R58	1				100	18	70	1		1	a58							r58																																																																																							0
R59	1				100	18	70	1		1	a59							r59																																																																																							0
R60	1				100	18	70	1		1	a60							r60																																																																																							0
R51	1				100	18	70	2		1	a51							useitem,qty=1																													r51																																																										0
R52	1				100	18	70	2		1	a52							useitem,qty=1																													r52																																																										0
R53	1				100	18	70	2		1	a53							useitem,qty=1																													r53																																																										0
R54	1				100	18	70	2		1	a54							useitem,qty=1																													r54																																																										0
R55	1				100	18	70	2		1	a55							useitem,qty=1																													r55																																																										0
R56	1				100	18	70	2		1	a56							useitem,qty=1																													r56																																																										0
R57	1				100	18	70	2		1	a57							useitem,qty=1																													r57																																																										0
R58	1				100	18	70	2		1	a58							useitem,qty=1																													r58																																																										0
R59	1				100	18	70	2		1	a59							useitem,qty=1																													r59																																																										0
R60	1				100	18	70	2		1	a60							useitem,qty=1																													r60																																																										0
R51	1				100	18	70	3		1	a51							useitem,qty=2																													r51																																																										0
R52	1				100	18	70	3		1	a52							useitem,qty=2																													r52																																																										0
R53	1				100	18	70	3		1	a53							useitem,qty=2																													r53																																																										0
R54	1				100	18	70	3		1	a54							useitem,qty=2																													r54																																																										0
R55	1				100	18	70	3		1	a55							useitem,qty=2																													r55																																																										0
R56	1				100	18	70	3		1	a56							useitem,qty=2																													r56																																																										0
R57	1				100	18	70	3		1	a57							useitem,qty=2																													r57																																																										0
R58	1				100	18	70	3		1	a58							useitem,qty=2																													r58																																																										0
R59	1				100	18	70	3		1	a59							useitem,qty=2																													r59																																																										0
R60	1				100	18	70	3		1	a60							useitem,qty=2																													r60																																																										0
R51	1				100	18	70	4		1	a51							useitem,qty=3																													r51																																																										0
R52	1				100	18	70	4		1	a52							useitem,qty=3																													r52																																																										0
R53	1				100	18	70	4		1	a53							useitem,qty=3																													r53																																																										0
R54	1				100	18	70	4		1	a54							useitem,qty=3																													r54																																																										0
R55	1				100	18	70	4		1	a55							useitem,qty=3																													r55																																																										0
R56	1				100	18	70	4		1	a56							useitem,qty=3																													r56																																																										0
R57	1				100	18	70	4		1	a57							useitem,qty=3																													r57																																																										0
R58	1				100	18	70	4		1	a58							useitem,qty=3																													r58																																																										0
R59	1				100	18	70	4		1	a59							useitem,qty=3																													r59																																																										0
R60	1				100	18	70	4		1	a60							useitem,qty=3																													r60																																																										0
R51	1				100	18	70	5		1	a51							useitem,qty=4																													r51																																																										0
R52	1				100	18	70	5		1	a52							useitem,qty=4																													r52																																																										0
R53	1				100	18	70	5		1	a53							useitem,qty=4																													r53																																																										0
R54	1				100	18	70	5		1	a54							useitem,qty=4																													r54																																																										0
R55	1				100	18	70	5		1	a55							useitem,qty=4																													r55																																																										0
R56	1				100	18	70	5		1	a56							useitem,qty=4																													r56																																																										0
R57	1				100	18	70	5		1	a57							useitem,qty=4																													r57																																																										0
R58	1				100	18	70	5		1	a58							useitem,qty=4																													r58																																																										0
R59	1				100	18	70	5		1	a59							useitem,qty=4																													r59																																																										0
R60	1				100	18	70	5		1	a60							useitem,qty=4																													r60																																																										0
R51	1				100	18	70	6		1	a51							useitem,qty=5																													r51																																																										0
R52	1				100	18	70	6		1	a52							useitem,qty=5																													r52																																																										0
R53	1				100	18	70	6		1	a53							useitem,qty=5																													r53																																																										0
R54	1				100	18	70	6		1	a54							useitem,qty=5																													r54																																																										0
R55	1				100	18	70	6		1	a55							useitem,qty=5																													r55																																																										0
R56	1				100	18	70	6		1	a56							useitem,qty=5																													r56																																																										0
R57	1				100	18	70	6		1	a57							useitem,qty=5																													r57																																																										0
R58	1				100	18	70	6		1	a58							useitem,qty=5																													r58																																																										0
R59	1				100	18	70	6		1	a59							useitem,qty=5																													r59																																																										0
R60	1				100	18	70	6		1	a60							useitem,qty=5																													r60																																																										0
R51	1				100	18	70	7		1	a51							useitem,qty=6																													r51																																																										0
R52	1				100	18	70	7		1	a52							useitem,qty=6																													r52																																																										0
R53	1				100	18	70	7		1	a53							useitem,qty=6																													r53																																																										0
R54	1				100	18	70	7		1	a54							useitem,qty=6																													r54																																																										0
R55	1				100	18	70	7		1	a55							useitem,qty=6																													r55																																																										0
R56	1				100	18	70	7		1	a56							useitem,qty=6																													r56																																																										0
R57	1				100	18	70	7		1	a57							useitem,qty=6																													r57																																																										0
R58	1				100	18	70	7		1	a58							useitem,qty=6																													r58																																																										0
R59	1				100	18	70	7		1	a59							useitem,qty=6																													r59																																																										0
R60	1				100	18	70	7		1	a60							useitem,qty=6																													r60																																																										0
R51	1				100	18	70	8		1	a51							useitem,qty=7																													r51																																																										0
R52	1				100	18	70	8		1	a52							useitem,qty=7																													r52																																																										0
R53	1				100	18	70	8		1	a53							useitem,qty=7																													r53																																																										0
R54	1				100	18	70	8		1	a54							useitem,qty=7																													r54																																																										0
R55	1				100	18	70	8		1	a55							useitem,qty=7																													r55																																																										0
R56	1				100	18	70	8		1	a56							useitem,qty=7																													r56																																																										0
R57	1				100	18	70	8		1	a57							useitem,qty=7																													r57																																																										0
R58	1				100	18	70	8		1	a58							useitem,qty=7																													r58																																																										0
R59	1				100	18	70	8		1	a59							useitem,qty=7																													r59																																																										0
R60	1				100	18	70	8		1	a60							useitem,qty=7																													r60																																																										0
R51	1				100	18	70	9		1	a51							useitem,qty=8																													r51																																																										0
R52	1				100	18	70	9		1	a52							useitem,qty=8																													r52																																																										0
R53	1				100	18	70	9		1	a53							useitem,qty=8																													r53																																																										0
R54	1				100	18	70	9		1	a54							useitem,qty=8																													r54																																																										0
R55	1				100	18	70	9		1	a55							useitem,qty=8																													r55																																																										0
R56	1				100	18	70	9		1	a56							useitem,qty=8																													r56																																																										0
R57	1				100	18	70	9		1	a57							useitem,qty=8																													r57																																																										0
R58	1				100	18	70	9		1	a58							useitem,qty=8																													r58																																																										0
R59	1				100	18	70	9		1	a59							useitem,qty=8																													r59																																																										0
R60	1				100	18	70	9		1	a60							useitem,qty=8																													r60																																																										0
R51	1				100	18	70	10		1	a51							useitem,qty=9																													r51																																																										0
R52	1				100	18	70	10		1	a52							useitem,qty=9																													r52																																																										0
R53	1				100	18	70	10		1	a53							useitem,qty=9																													r53																																																										0
R54	1				100	18	70	10		1	a54							useitem,qty=9																													r54																																																										0
R55	1				100	18	70	10		1	a55							useitem,qty=9																													r55																																																										0
R56	1				100	18	70	10		1	a56							useitem,qty=9																													r56																																																										0
R57	1				100	18	70	10		1	a57							useitem,qty=9																													r57																																																										0
R58	1				100	18	70	10		1	a58							useitem,qty=9																													r58																																																										0
R59	1				100	18	70	10		1	a59							useitem,qty=9																													r59																																																										0
R60	1				100	18	70	10		1	a60							useitem,qty=9																													r60																																																										0
r51	1				100					1	r51							a51,qty=1																																																																																							0
r51	1				100	18	70	1		2	a51	r51						useitem,qty=2																																																																																							0
r51	1				100	18	70	2		2	a51	r51						useitem,qty=3																																																																																							0
r51	1				100	18	70	3		2	a51	r51						useitem,qty=4																																																																																							0
r51	1				100	18	70	4		2	a51	r51						useitem,qty=5																																																																																							0
r51	1				100	18	70	5		2	a51	r51						useitem,qty=6																																																																																							0
r51	1				100	18	70	6		2	a51	r51						useitem,qty=7																																																																																							0
r51	1				100	18	70	7		2	a51	r51						useitem,qty=8																																																																																							0
r51	1				100	18	70	8		2	a51	r51						useitem,qty=9																																																																																							0
r51	1				100	18	70	9		2	a51	r51						useitem,qty=10																																																																																							0
r52	1				100					1	r52							a52,qty=1																																																																																							0
r52	1				100	18	70	1		2	a52	r52						useitem,qty=2																																																																																							0
r52	1				100	18	70	2		2	a52	r52						useitem,qty=3																																																																																							0
r52	1				100	18	70	3		2	a52	r52						useitem,qty=4																																																																																							0
r52	1				100	18	70	4		2	a52	r52						useitem,qty=5																																																																																							0
r52	1				100	18	70	5		2	a52	r52						useitem,qty=6																																																																																							0
r52	1				100	18	70	6		2	a52	r52						useitem,qty=7																																																																																							0
r52	1				100	18	70	7		2	a52	r52						useitem,qty=8																																																																																							0
r52	1				100	18	70	8		2	a52	r52						useitem,qty=9																																																																																							0
r52	1				100	18	70	9		2	a52	r52						useitem,qty=10																																																																																							0
r53	1				100					1	r53							a53,qty=1																																																																																							0
r53	1				100	18	70	1		2	a53	r53						useitem,qty=2																																																																																							0
