name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	normcode	ubercode	ultracode	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
Nick Charm4	0	100	1	0	0			1	0		0	1	1		cm9	cm9	cm9	cm9	cm9	cm7	16	1	1	1	1	0	flpchm1	invchm		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	1		0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Nick Charm6	0	100	1	0	0			1	0		0	1	1		c1m	c1m	c1m	c1m	c1m	c1m	16	1	1	1	1	0	flpchm1	invc1m		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	1		0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Nick Charm7	0	100	1	0	0			1	0		0	1	1		c2m	c2m	c2m	c2m	c2m	c1m	16	1	1	1	1	0	flpchm1	invc2m		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	1		0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Nick Charm8	0	100	1	0	0			1	0		0	1	1		c3m	rld	c3m	c3m	c3m	c3m	16	1	1	1	1	0	flpchm1	invc3m		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	1		0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Nick Charm9	0	100	1	0	0			1	0		0	1	1		c4m	rld	c4m	c4m	c4m	c4m	16	1	1	1	1	0	flpchm1	invc4m		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	1		0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Nick Charm10	0	100	1	0	0			1	0		0	1	1		c5m	rld	c5m	c5m	c5m	c5m	16	1	1	1	1	0	flpchm1	invc5m		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	1		0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Nick Charm11	0	100	1	0	0			1	0		0	1	1		c6m	rld	c6m	c6m	c6m	c6m	16	1	1	1	1	0	flpchm1	invc6m		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	1		0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Count Charm	0	100	1	0	0			1	1		0	1	1		cm6	cm6	cm6	cm6	cm6	cm6	16	1	1	1	1	0	flpchm1	invcount		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Chaos charm	0	100	330	0	0		600	1	1		0	1	1000		cm5	cm5	cm5	cm5	cm5	cm5	16	1	1	1	1	0	flpchm1	invchm		0	xxx			0	ulta		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Book of Skill	1	100	330	0	0			999	0		0	1	0		sbk	sbk	sbk	sbk	sbk	sbk	16	2	2	0	0	0	flpbbk	invsbk		0	xxx			1	stup		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0	1		0	-1	4					newskills	1	statpts	5			1	UseBookOfSkill	UseBookOfSkillController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Ancient Gem1	1	100	330	0	1			1	1		0	1	100		ag1	ag1	ag1	ag1	ag1	ag1	16	1	1	0	0	0	flpkey	invag1		0	xxx			0	trnx		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ancient Gem2	1	100	330	0	1			1	1		0	1	100		ag2	ag2	ag2	ag2	ag2	ag2	16	1	1	0	0	0	flpkey	invag2		0	xxx			0	trnx		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
potion decolorization	1	100	0	0	0			1	1		0	1	100		cd0	cd0	cd0	cd0	cd0	cd0	16	1	1	0	0	0	flppot	invcd0		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye red	1	100	0	0	0			1	1		0	1	100		cd1	cd1	cd1	cd1	cd1	cd1	16	1	1	0	0	0	flppot	invcd1		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye orange	1	100	0	0	0			1	1		0	1	100		cd2	cd2	cd2	cd2	cd2	cd2	16	1	1	0	0	0	flppot	invcd2		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye yellow	1	100	0	0	0			1	1		0	1	100		cd3	cd3	cd3	cd3	cd3	cd3	16	1	1	0	0	0	flppot	invcd3		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye green	1	100	0	0	0			1	1		0	1	100		cd4	cd4	cd4	cd4	cd4	cd4	16	1	1	0	0	0	flppot	invcd4		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye blue	1	100	0	0	0			1	1		0	1	100		cd5	cd5	cd5	cd5	cd5	cd5	16	1	1	0	0	0	flppot	invcd5		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye purple	1	100	0	0	0			1	1		0	1	100		cd6	cd6	cd6	cd6	cd6	cd6	16	1	1	0	0	0	flppot	invcd6		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye white	1	100	0	0	0			1	1		0	1	100		cd7	cd7	cd7	cd7	cd7	cd7	16	1	1	0	0	0	flppot	invcd7		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
potion colordye edark	1	100	0	0	0			1	1		0	1	100		cd8	cd8	cd8	cd8	cd8	cd8	16	1	1	0	0	0	flppot	invcd8		0	xxx			1	trn2		item_potion	12	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1							
Ultimate CharmZ	0	100	257	0	0			1	1		0	1	1000		cmz	cmz	cmz	cmz	cmz	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ulta	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Ultimate CharmS	0	100	257	0	0			1	1		0	1	1000		cms	cms	cms	cms	cms	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ults	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Ultimate CharmN	0	100	257	0	0			1	1		0	1	1000		cmn	cmn	cmn	cmn	cmn	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ultn	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Ultimate CharmP	0	100	257	0	0			1	1		0	1	1000		cmp	cmp	cmp	cmp	cmp	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ultp	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Ultimate CharmB	0	100	257	0	0			1	1		0	1	1000		cmb	cmb	cmb	cmb	cmb	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ultb	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Ultimate CharmD	0	100	257	0	0			1	1		0	1	1000		cmd	cmd	cmd	cmd	cmd	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ultd	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Ultimate CharmA	0	100	257	0	0			1	1		0	1	1000		cma	cma	cma	cma	cma	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ulti	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Ultimate CharmW	0	100	257	0	0			1	1		0	1	1000		cmw	cmw	cmw	cmw	cmw	cmz	16	1	1	0	0	0	flpchm1	invchm	item_ultr	0	xxx			0	ultw	ultr	item_nuclear	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Noluck			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Essence of Poke't mon	1	100	0	0	0			1	1		0	1	100		e1p	e1p	e1p	e1p	e1p	e1p	16	1	1	0	0	0	flptail	inve1p		0	xxx			1	trn2		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	1		0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Essence of Figures	1	100	0	0	0			1	1		0	1	100		e1f	e1f	e1f	e1f	e1f	e1f	16	1	1	0	0	0	flptail	inve1f		0	xxx			1	trn2		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	1		0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Gae Rune	1	100	255	0	209			31	1		0	1	1		r34	r34	r34	r34	r34	r34	16	1	1	0	0	0	flprun	invr34		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ui Rune	1	100	255	0	210			32	1		0	1	1		r35	r35	r35	r35	r35	r35	16	1	1	0	0	0	flprun	invr35		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Mo Rune	1	100	255	0	211			33	1		0	1	1		r36	r36	r36	r36	r36	r36	16	1	1	0	0	0	flprun	invr36		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ca Rune	1	100	255	0	212			34	1		0	1	1		r37	r37	r37	r37	r37	r37	16	1	1	0	0	0	flprun	invr37		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Di Rune	1	100	255	0	213			35	1		0	1	1		r38	r38	r38	r38	r38	r38	16	1	1	0	0	0	flprun	invr38		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
A Rune	1	100	255	0	214			36	1		0	1	1		r39	r39	r39	r39	r39	r39	16	1	1	0	0	0	flprun	invr39		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
In Rune	1	100	255	0	215			37	1		0	1	1		r40	r40	r40	r40	r40	r40	16	1	1	0	0	0	flprun	invr40		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Li Rune	1	100	255	0	216			38	1		0	1	1		r41	r41	r41	r41	r41	r41	16	1	1	0	0	0	flprun	invr41		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Duck Rune	1	100	255	0	217			39	1		0	1	1		r42	r42	r42	r42	r42	r42	16	1	1	0	0	0	flprun	invr42		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ak Rune	1	100	255	0	218			40	1		0	1	1		r43	r43	r43	r43	r43	r43	16	1	1	0	0	0	flprun	invr43		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Si Rune	1	100	255	0	219			41	1		0	1	1		r44	r44	r44	r44	r44	r44	16	1	1	0	0	0	flprun	invr44		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Keu Rune	1	100	255	0	220			42	1		0	1	1		r45	r45	r45	r45	r45	r45	16	1	1	0	0	0	flprun	invr45		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Thun Rune	1	100	255	0	221			43	1		0	1	1		r46	r46	r46	r46	r46	r46	16	1	1	0	0	0	flprun	invr46		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Der Rune	1	100	255	0	222			44	1		0	1	1		r47	r47	r47	r47	r47	r47	16	1	1	0	0	0	flprun	invr47		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
King Rune	1	100	255	0	0			45	1		0	1	1		r48	r48	r48	r48	r48	r48	16	1	1	0	0	0	flprun	invr48		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Yup Rune	1	100	255	0	223			46	1		0	1	1		r49	r49	r49	r49	r49	r49	16	1	1	0	0	0	flprun	invr49		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Goolg Rune	1	100	255	0	224			47	1		0	1	1		r50	r50	r50	r50	r50	r50	16	1	1	0	0	0	flprun	invr50		0	xxx			0	runh		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Great Charm	0	100	100	0	100			16	1		0	1	1000	38000	cmg	cmg	cmg	cmg	cmg	cmg	16	2	2	1	4	2	flpkey	invcmg		0	xxx			0	gcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Gae Rune	0	100	1	0	209			1	1		0	1	560		a34	a34	a34	a34	a34	a34	16	1	1	0	0	0	flprun	inva34		0	xxx			0	runx	run3	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Ui Rune	0	100	1	0	210			1	1		0	1	560		a35	a35	a35	a35	a35	a35	16	1	1	0	0	0	flprun	inva35		0	xxx			0	runx	run3	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Mo Rune	0	100	1	0	211			2	1		0	1	1260		a36	a36	a36	a36	a36	a36	16	1	1	0	0	0	flprun	inva36		0	xxx			0	runx	run3	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Ca Rune	0	100	1	0	212			2	1		0	1	1260		a37	a37	a37	a37	a37	a37	16	1	1	0	0	0	flprun	inva37		0	xxx			0	runx	run3	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Di Rune	0	100	1	0	213			3	1		0	1	2240		a38	a38	a38	a38	a38	a38	16	1	1	0	0	0	flprun	inva38		0	xxx			0	runx	run3	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
A Rune	0	100	1	0	214			3	1		0	1	2240		a39	a39	a39	a39	a39	a39	16	1	1	0	0	0	flprun	inva39		0	xxx			0	runx	run3	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
In Rune	0	100	1	0	215			4	1		0	1	3500		a40	a40	a40	a40	a40	a40	16	1	1	0	0	0	flprun	inva40		0	xxx			0	runx	run3	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Li Rune	0	100	1	0	216			5	1		0	1	5040		a41	a41	a41	a41	a41	a41	16	1	1	0	0	0	flprun	inva41		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Duck Rune	0	100	1	0	217			6	1		0	1	6860		a42	a42	a42	a42	a42	a42	16	1	1	0	0	0	flprun	inva42		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Ak Rune	0	100	1	0	218			7	1		0	1	8960		a43	a43	a43	a43	a43	a43	16	1	1	0	0	0	flprun	inva43		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Si Rune	0	100	1	0	219			8	1		0	1	11340		a44	a44	a44	a44	a44	a44	16	1	1	0	0	0	flprun	inva44		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Keu Rune	0	100	1	0	220			9	1		0	1	14000		a45	a45	a45	a45	a45	a45	16	1	1	0	0	0	flprun	inva45		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Thun Rune	0	100	1	0	221			10	1		0	1	16940		a46	a46	a46	a46	a46	a46	16	1	1	0	0	0	flprun	inva46		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Der Rune	0	100	1	0	222			11	1		0	1	20160		a47	a47	a47	a47	a47	a47	16	1	1	0	0	0	flprun	inva47		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
King Rune	0	100	1	0	0			12	1		0	1	1715		a48	a48	a48	a48	a48	a48	16	1	1	0	0	0	flprun	inva48		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Yup Rune	0	100	1	0	223			13	1		0	1	27440		a49	a49	a49	a49	a49	a49	16	1	1	0	0	0	flprun	inva49		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Goolg Rune	0	100	1	0	224			14	1		0	1	31500		a50	a50	a50	a50	a50	a50	16	1	1	0	0	0	flprun	inva50		0	xxx			0	runx	run4	high_rune	12	item_rune	0	0	5	0	0	0	1	1	10	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Rune Fragments	0	100	320	0	0			999	1		0	1	1		frf	frf	frf	frf	frf	frf	16	1	1	0	0	0	flprun	invrfrf		0	xxx			0	runx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Random Rune good	0	100	320	0	0			999	1		0	1	1		rb4	rb4	rb4	rb4	rb4	rb4	16	1	1	0	0	0	flprun	invrb4		0	xxx			0	runx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	20	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Ruby Jewel	0	100	330	0	0			999	0		0	1	1		jer	gpw	jer	jer	jer	jer	16	1	1	0	0	0	flpgsw	invjer		0	xxx			0	jewh		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	pkmgemstr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
